time,I1P.conc,PP1Sp.n,PP1_active.N,S.N,S1.N,Sp.N,ca.conc
954.0,0.00279998021745,5.16915058977e-05,-5.62527324337e-08,0.184449768703,0.00313042871802,19.6705317623,0.0001
955.0,0.00279998022207,5.17305705449e-05,-5.3471445631e-08,0.184946919667,0.00313082491816,19.6699150575,0.0001
956.0,0.00279998022668,5.1769635382e-05,-5.06964613651e-08,0.185444456536,0.00313125713741,19.6692979587,0.0001
957.0,0.00279998023127,5.18087004068e-05,-4.79277661954e-08,0.185942379185,0.00313172524832,19.6686804659,0.0001
958.0,0.00279998023586,5.18477656167e-05,-4.51653466942e-08,0.186440687493,0.00313222912402,19.6680625793,0.0001
959.0,0.00279998024044,5.18868310094e-05,-4.24091894468e-08,0.186939381336,0.00313276863814,19.6674442991,0.0001
960.0,0.002799980245,5.19258965824e-05,-3.96592810515e-08,0.187438460593,0.00313334366488,19.6668256255,0.0001
961.0,0.00279998024956,5.19649623334e-05,-3.69156081199e-08,0.187937925141,0.00313395407897,19.6662065588,0.0001
962.0,0.00279998025411,5.20040282599e-05,-3.41781572762e-08,0.188437774859,0.00313459975568,19.665587099,0.0001
963.0,0.00279998025864,5.20430943596e-05,-3.14469151584e-08,0.188938009624,0.0031352805708,19.6649672463,0.0001
964.0,0.00279998026317,5.208216063e-05,-2.87218684176e-08,0.189438629316,0.00313599640067,19.664347001,0.0001
965.0,0.00279998026768,5.21212270687e-05,-2.60030037182e-08,0.189939633813,0.00313674712213,19.6637263632,0.0001
966.0,0.00279998027219,5.21602936734e-05,-2.32903077383e-08,0.190441022993,0.00313753261259,19.6631053331,0.0001
967.0,0.00279998027668,5.21993604417e-05,-2.05837671693e-08,0.190942796737,0.00313835274995,19.6624839108,0.0001
968.0,0.00279998028116,5.22384273711e-05,-1.78833687163e-08,0.191444954924,0.00313920741263,19.6618620967,0.0001
969.0,0.00279998028564,5.22774944592e-05,-1.51890990981e-08,0.191947497433,0.0031400964796,19.6612398908,0.0001
970.0,0.0027999802901,5.23165617038e-05,-1.25009450471e-08,0.192450424144,0.00314101983032,19.6606172933,0.0001
971.0,0.00279998029456,5.23556291024e-05,-9.81889330974e-09,0.192953734936,0.00314197734477,19.6599943044,0.0001
972.0,0.002799980299,5.23946966526e-05,-7.14293064621e-09,0.193457429691,0.00314296890346,19.6593709243,0.0001
973.0,0.00279998030343,5.24337643521e-05,-4.47304383079e-09,0.193961508288,0.00314399438739,19.6587471531,0.0001
974.0,0.00279998030786,5.24728321985e-05,-1.80921965171e-09,0.194465970609,0.00314505367808,19.6581229911,0.0001
975.0,0.00279998031227,5.25119001894e-05,8.48555088713e-10,0.194970816533,0.00314614665755,19.6574984384,0.0001
976.0,0.00279998031667,5.25509683224e-05,3.50029357418e-09,0.195476045942,0.00314727320833,19.6568734952,0.0001
977.0,0.00279998032107,5.25900365953e-05,6.14600897386e-09,0.195981658718,0.00314843321345,19.6562481617,0.0001
978.0,0.00279998032545,5.26291050055e-05,8.78571444288e-09,0.196487654741,0.00314962655644,19.6556224379,0.0001
979.0,0.00279998032982,5.26681735509e-05,1.14194231219e-08,0.196994033894,0.00315085312133,19.6549963242,0.0001
980.0,0.00279998033419,5.27072422289e-05,1.40471481371e-08,0.197500796058,0.00315211279264,19.6543698207,0.0001
981.0,0.00279998033854,5.27463110373e-05,1.66689026005e-08,0.198007941115,0.00315340545539,19.6537429276,0.0001
982.0,0.00279998034288,5.27853799737e-05,1.92846996092e-08,0.198515468947,0.00315473099508,19.6531156449,0.0001
983.0,0.00279998034722,5.28244490357e-05,2.18945522459e-08,0.199023379437,0.00315608929772,19.652487973,0.0001
984.0,0.00279998035154,5.28635182211e-05,2.44984735787e-08,0.199531672468,0.00315748024979,19.651859912,0.0001
985.0,0.00279998035586,5.29025875274e-05,2.70964766609e-08,0.200040347922,0.00315890373825,19.651231462,0.0001
986.0,0.00279998036016,5.29416569523e-05,2.96885745312e-08,0.200549405683,0.00316035965057,19.6506026232,0.0001
987.0,0.00279998036445,5.29807264935e-05,3.22747802131e-08,0.201058845633,0.00316184787466,19.6499733958,0.0001
988.0,0.00279998036874,5.30197961487e-05,3.48551067156e-08,0.201568667656,0.00316336829895,19.64934378,0.0001
989.0,0.00279998037301,5.30588659155e-05,3.74295670327e-08,0.202078871636,0.00316492081233,19.6487137759,0.0001
990.0,0.00279998037728,5.30979357915e-05,3.99981741433e-08,0.202589457457,0.00316650530415,19.6480833836,0.0001
991.0,0.00279998038154,5.31370057745e-05,4.25609410112e-08,0.203100425003,0.00316812166425,19.6474526035,0.0001
992.0,0.00279998038578,5.31760758622e-05,4.51178805852e-08,0.203611774157,0.00316976978294,19.6468214355,0.0001
993.0,0.00279998039002,5.32151460521e-05,4.76690057989e-08,0.204123504805,0.003171449551,19.64618988,0.0001
994.0,0.00279998039424,5.3254216342e-05,5.0214329571e-08,0.204635616831,0.00317316085966,19.645557937,0.0001
995.0,0.00279998039846,5.32932867296e-05,5.27538648044e-08,0.205148110119,0.00317490360063,19.6449256068,0.0001
996.0,0.00279998040267,5.33323572125e-05,5.52876243871e-08,0.205660984556,0.00317667766608,19.6442928894,0.0001
997.0,0.00279998040687,5.33714277884e-05,5.78156211916e-08,0.206174240026,0.00317848294864,19.6436597851,0.0001
998.0,0.00279998041105,5.34104984551e-05,6.0337868075e-08,0.206687876414,0.00318031934139,19.643026294,0.0001
999.0,0.00279998041523,5.34495692101e-05,6.28543778791e-08,0.207201893607,0.00318218673788,19.6423924163,0.0001
1000.0,0.0027999804194,5.34886400513e-05,6.53651634299e-08,0.207716291489,0.00318408503211,19.6417581522,0.0001
1001.0,0.00279998042356,5.35277109762e-05,6.78702375383e-08,0.208231069948,0.00318601411853,19.6411235017,0.0001
1002.0,0.00279998042771,5.35667819826e-05,7.0369612999e-08,0.208746228869,0.00318797389203,19.6404884651,0.0001
1003.0,0.00279998043185,5.36058530682e-05,7.28633025915e-08,0.209261768138,0.00318996424797,19.6398530426,0.0001
1004.0,0.00279998043599,5.36449242307e-05,7.53513190796e-08,0.209777687643,0.00319198508215,19.6392172342,0.0001
1005.0,0.00279998044011,5.36839954677e-05,7.78336752112e-08,0.21029398727,0.0031940362908,19.6385810402,0.0001
1006.0,0.00279998044422,5.37230667771e-05,8.03103837185e-08,0.210810666906,0.00319611777061,19.6379444607,0.0001
1007.0,0.00279998044832,5.37621381564e-05,8.27814573179e-08,0.211327726439,0.00319822941871,19.6373074959,0.0001
1008.0,0.00279998045242,5.38012096035e-05,8.52469087099e-08,0.211845165754,0.00320037113266,19.6366701459,0.0001
1009.0,0.0027999804565,5.3840281116e-05,8.77067505791e-08,0.212362984742,0.00320254281047,19.6360324109,0.0001
1010.0,0.00279998046058,5.38793526916e-05,9.01609955941e-08,0.212881183288,0.00320474435056,19.635394291,0.0001
1011.0,0.00279998046464,5.3918424328e-05,9.26096564078e-08,0.21339976128,0.00320697565181,19.6347557865,0.0001
1012.0,0.0027999804687,5.3957496023e-05,9.50527456566e-08,0.213918718608,0.00320923661352,19.6341168974,0.0001
1013.0,0.00279998047275,5.39965677743e-05,9.74902759612e-08,0.21443805516,0.00321152713542,19.6334776239,0.0001
1014.0,0.00279998047679,5.40356395796e-05,9.99222599261e-08,0.214957770823,0.00321384711767,19.6328379662,0.0001
1015.0,0.00279998048082,5.40747114366e-05,1.0234871014e-07,0.215477865487,0.00321619646086,19.6321979244,0.0001
1016.0,0.00279998048484,5.41137833431e-05,1.04769639174e-07,0.21599833904,0.003218575066,19.6315574987,0.0001
1017.0,0.00279998048885,5.41528552967e-05,1.07185059584e-07,0.216519191371,0.00322098283451,19.6309166893,0.0001
1018.0,0.00279998049285,5.41919272953e-05,1.09594983912e-07,0.217040422371,0.00322341966825,19.6302754962,0.0001
1019.0,0.00279998049684,5.42309993365e-05,1.11999424678e-07,0.217562031928,0.00322588546949,19.6296339197,0.0001
1020.0,0.00279998050082,5.4270071418e-05,1.14398394392e-07,0.218084019932,0.00322838014091,19.6289919598,0.0001
1021.0,0.00279996388223,5.66453445173e-05,-1.4224495831e-06,0.218607065245,0.00323090360404,19.6283284539,0.0001
1022.0,0.00279998170588,6.10018511206e-05,-4.27142745772e-06,0.219130288987,0.00323345580204,19.6276703046,0.0001
1023.0,0.00279998738339,6.66192418653e-05,-7.95440271058e-06,0.219654562002,0.00323603665629,19.6269931783,0.0001
1024.0,0.00279997908069,5.92654738579e-05,-3.05446963409e-06,0.22017952926,0.00323864608978,19.6263223333,0.0001
1025.0,0.00279997914187,5.86971708793e-05,-2.64389263445e-06,0.220704748716,0.00324128400985,19.6256506236,0.0001
1026.0,0.00279997210201,5.84467428731e-05,-2.44382224105e-06,0.221230313301,0.003243950321,19.624981573,0.0001
1027.0,0.00279997521895,5.46008800473e-05,1.33208892591e-07,0.22175657657,0.00324664494206,19.6243095543,0.0001
1028.0,0.00279998128438,6.17393780768e-05,-4.55633680539e-06,0.222282836754,0.0032493677754,19.6236394081,0.0001
1029.0,0.00279998759207,5.83579435472e-05,-2.2802561848e-06,0.222810004385,0.00325211874538,19.6229665944,0.0001
1030.0,0.00279997219902,6.15078348255e-05,-4.32623032714e-06,0.22333737967,0.00325489775062,19.6222938865,0.0001
1031.0,0.0027999804298,5.63385253374e-05,-8.81483259277e-07,0.22386549634,0.00325770472113,19.6216214204,0.0001
1032.0,0.00279996350289,5.83036495484e-05,-2.13520425301e-06,0.22439418278,0.00326053956854,19.6209385929,0.0001
1033.0,0.00279998048757,5.53507180566e-05,-1.56958833618e-07,0.224922824538,0.00326340220622,19.6202752155,0.0001
1034.0,0.00279998088938,6.47985143587e-05,-6.37282046802e-06,0.225452128145,0.00326629253198,19.6195930251,0.0001
1035.0,0.00279998182731,6.1796271848e-05,-4.35327300758e-06,0.225981877885,0.00326921047177,19.618923356,0.0001
1036.0,0.00279997451722,5.4279211677e-05,6.53817229413e-07,0.226512443301,0.00327215594155,19.6182475625,0.0001
1037.0,0.00279997287852,6.04420362037e-05,-3.38552120418e-06,0.227043131843,0.00327512886155,19.6175676061,0.0001
1038.0,0.00279998898492,6.46336701908e-05,-6.12769922007e-06,0.227574395712,0.00327812915605,19.6168865668,0.0001
1039.0,0.00279997384827,5.73189749786e-05,-1.24828026476e-06,0.228106477027,0.00328115673732,19.6162066564,0.0001
1040.0,0.00279996717677,5.64777081391e-05,-6.55900401551e-07,0.228638823619,0.00328421152338,19.6155257753,0.0001
1041.0,0.00279996411154,5.41456175883e-05,9.18825218899e-07,0.229171717277,0.00328729344007,19.6148441583,0.0001
1042.0,0.00279997686286,6.29687424032e-05,-4.87633923608e-06,0.229704738114,0.00329040240052,19.6141612406,0.0001
1043.0,0.00279997420178,5.36563987312e-05,1.31004297319e-06,0.230238569862,0.00329353831568,19.6134859316,0.0001
1044.0,0.00279997496713,6.09587691743e-05,-3.48236096326e-06,0.230772872635,0.00329670110972,19.6127937503,0.0001
1045.0,0.00279997802109,6.26680707021e-05,-4.57221291038e-06,0.231307514249,0.00329989071234,19.6121110537,0.0001
1046.0,0.00279997792375,6.02837277904e-05,-2.96583645733e-06,0.231842807387,0.00330310703844,19.6114270822,0.0001
1047.0,0.00279998642345,6.9670214323e-05,-9.14076998897e-06,0.232378333469,0.0033063500032,19.6107378593,0.0001
1048.0,0.00279996894326,5.69980715727e-05,-7.18528225697e-07,0.232914920269,0.00330961953923,19.6100537727,0.0001
1049.0,0.00279998255366,6.4371765416e-05,-5.56189263307e-06,0.233451557792,0.00331291556416,19.6093617617,0.0001
1050.0,0.0027999751518,5.90685042618e-05,-2.01899559359e-06,0.23398886449,0.00331623800317,19.6086766059,0.0001
1051.0,0.0027999752615,6.37187513337e-05,-5.05862609585e-06,0.234526453072,0.00331958677309,19.6079868968,0.0001
1052.0,0.00279996458032,5.33962717499e-05,1.8048012352e-06,0.235064873291,0.0033229617976,19.6073016935,0.0001
1053.0,0.00279998059887,6.3132777748e-05,-4.60303019556e-06,0.235603108806,0.00332636298127,19.6066147563,0.0001
1054.0,0.00279997293784,6.35944353452e-05,-4.86820083886e-06,0.236142567155,0.00332979027293,19.6059156169,0.0001
1055.0,0.00279997667571,5.80897493828e-05,-1.19126332079e-06,0.236682344904,0.00333324360548,19.605227563,0.0001
1056.0,0.00279997522784,5.85891445489e-05,-1.48951665074e-06,0.237222307241,0.00333672287207,19.6045410517,0.0001
1057.0,0.00279997494577,5.99374531755e-05,-2.34615543182e-06,0.237762611379,0.0033402279928,19.6038566517,0.0001
1058.0,0.0027999868289,6.61779539501e-05,-6.44016458182e-06,0.238303437112,0.00334375888744,19.6031650659,0.0001
1059.0,0.00279997643403,6.05497354621e-05,-2.68165656632e-06,0.238844934077,0.00334731549496,19.6024793918,0.0001
1060.0,0.00279996424893,6.13723452039e-05,-3.18165977764e-06,0.239387255422,0.00335089774381,19.6017769388,0.0001
1061.0,0.00279996237241,5.56533640452e-05,6.27757997105e-07,0.239930034637,0.00335450558146,19.6010821598,0.0001
1062.0,0.00279998321442,6.73052256386e-05,-7.03657393754e-06,0.240472936141,0.00335813891409,19.6003799629,0.0001
1063.0,0.00279997444018,5.93110498444e-05,-1.71692569322e-06,0.241016804328,0.00336179768687,19.5996837137,0.0001
1064.0,0.0027999770224,5.73736490677e-05,-3.90619052962e-07,0.241560791197,0.0033654818142,19.5989925962,0.0001
1065.0,0.0027999685863,5.86399739382e-05,-1.20229511376e-06,0.242105005314,0.00336919118445,19.5983036902,0.0001
1066.0,0.00279997444069,6.24869076873e-05,-3.71245476813e-06,0.24264987944,0.00337292575749,19.5976062918,0.0001
1067.0,0.00279997437938,6.39942256857e-05,-4.6699284107e-06,0.243195756262,0.00337668546975,19.596896197,0.0001
1068.0,0.00279997440791,5.53076722744e-05,1.10716728517e-06,0.243742072513,0.0033804702657,19.5961980664,0.0001
1069.0,0.002799968557,5.89734825121e-05,-1.27765171705e-06,0.244288325711,0.00338428003681,19.5955026362,0.0001
1070.0,0.00279997307887,6.40527867235e-05,-4.59517404978e-06,0.24483540753,0.0033881147239,19.5947954178,0.0001
1071.0,0.00279996736575,5.85947375549e-05,-9.54543618918e-07,0.2453829665,0.00339197426762,19.5940990328,0.0001
1072.0,0.0027999753066,6.03196428493e-05,-2.06343701886e-06,0.24593065872,0.00339585857679,19.5934049571,0.0001
1073.0,0.00279996232082,5.46285813848e-05,1.73499946956e-06,0.246479286081,0.00339976758106,19.5927045173,0.0001
1074.0,0.00279997914818,6.13518772683e-05,-2.67260731654e-06,0.247028156527,0.00340370122017,19.5919983477,0.0001
1075.0,0.00279996907725,5.8944957677e-05,-1.04290615777e-06,0.247577807593,0.00340765942966,19.5912928803,0.0001
1076.0,0.00279995961401,5.77522833965e-05,-2.17053492269e-07,0.24812789202,0.00341164214033,19.5905874673,0.0001
1077.0,0.00279998456511,5.83845840561e-05,-6.06728761798e-07,0.248678120816,0.0034156492819,19.5898899765,0.0001
1078.0,0.00279998751226,6.96023959703e-05,-7.98615815578e-06,0.249228820738,0.00341968076542,19.5891812211,0.0001
1079.0,0.002799982176,5.98099333114e-05,-1.47108454052e-06,0.249780695015,0.00342373655343,19.5884737726,0.0001
1080.0,0.00279997673576,6.01122189222e-05,-1.63466943541e-06,0.250332656972,0.00342781656822,19.5877676129,0.0001
1081.0,0.00279997612499,6.43727911478e-05,-4.41609279856e-06,0.250885162614,0.00343192073962,19.5870555948,0.0001
1082.0,0.00279997921167,6.09265377114e-05,-2.09856670357e-06,0.251438424297,0.00343604901857,19.5863439619,0.0001
1083.0,0.00279998447665,5.87339644736e-05,-6.15147541594e-07,0.251992028921,0.00344020132936,19.5856353585,0.0001
1084.0,0.00279998346071,6.82801612429e-05,-6.883149752e-06,0.252545761794,0.00344437758824,19.5849248044,0.0001
1085.0,0.00279997924498,6.75050032478e-05,-6.33906578142e-06,0.253100323121,0.00344857774235,19.584214519,0.0001
1086.0,0.0027999731968,6.13103248594e-05,-2.20802216892e-06,0.253655461541,0.00345280172252,19.583506866,0.0001
1087.0,0.00279998112603,6.15587828229e-05,-2.3351152683e-06,0.254210934254,0.00345704945914,19.5827966875,0.0001
1088.0,0.00279997458094,6.25267633229e-05,-2.93811505922e-06,0.25476698251,0.00346132089331,19.5820830785,0.0001
1089.0,0.00279997697115,6.0596529452e-05,-1.62604961773e-06,0.255323346568,0.00346561595599,19.5813771684,0.0001
1090.0,0.00279996758688,6.00041014951e-05,-1.19836027611e-06,0.255880291032,0.00346993456486,19.5806663733,0.0001
1091.0,0.00279996457528,5.61751859107e-05,1.3664705897e-06,0.256437779621,0.00347427666744,19.5799568263,0.0001
1092.0,0.00279996709788,6.07606091364e-05,-1.62643835365e-06,0.256995531205,0.00347864219067,19.579244861,0.0001
1093.0,0.00279997440235,5.94012771301e-05,-6.95623643771e-07,0.257554157466,0.00348303109304,19.5785276517,0.0001
1094.0,0.0027999722354,6.15907337671e-05,-2.10317781309e-06,0.258113163139,0.00348744330369,19.5778098136,0.0001
1095.0,0.00279997656504,6.11531757953e-05,-1.77764500698e-06,0.258672462119,0.00349187875722,19.5771000678,0.0001
1096.0,0.00279997337965,6.60879104601e-05,-4.99812828479e-06,0.2592322691,0.00349633737207,19.5763835148,0.0001
1097.0,0.00279998312693,7.02514469663e-05,-7.7127101895e-06,0.259792688656,0.00350081910132,19.5756639454,0.0001
1098.0,0.00279997588511,6.73121506178e-05,-5.73863937306e-06,0.260353913887,0.00350532390015,19.5749434257,0.0001
1099.0,0.00279998471074,6.5578148126e-05,-4.55785042443e-06,0.260915483811,0.00350985169527,19.5742250867,0.0001
1100.0,0.00279997875405,6.21196391357e-05,-2.23272793871e-06,0.261477512688,0.00351440242458,19.573509291,0.0001
1101.0,0.00279997404131,6.34170604787e-05,-3.05341687604e-06,0.262040179324,0.00351897602157,19.5727841139,0.0001
1102.0,0.00279997721323,6.13993631819e-05,-1.68200475818e-06,0.262603203561,0.00352357243226,19.5720660611,0.0001
1103.0,0.00279996040293,5.9702293889e-05,-5.23810236642e-07,0.263166650449,0.00352819158564,19.5713495448,0.0001
1104.0,0.00279996499406,6.4258122158e-05,-3.49963255498e-06,0.263730509422,0.00353283341412,19.5706282215,0.0001
1105.0,0.002799975632,6.49531753687e-05,-3.92399906619e-06,0.26429495604,0.00353749786558,19.5699076836,0.0001
1106.0,0.0027999820545,6.77654670833e-05,-5.7455962565e-06,0.2648600578,0.00354218488866,19.5691802845,0.0001
1107.0,0.00279999222998,7.68392008716e-05,-1.1708232875e-05,0.265425257218,0.00354689441499,19.5684578547,0.0001
1108.0,0.00279998092761,7.01560631206e-05,-7.24478787788e-06,0.265991344207,0.00355162637808,19.5677390567,0.0001
1109.0,0.00279996407831,5.73950526686e-05,1.21541485193e-06,0.266558137197,0.00355638072643,19.567020012,0.0001
1110.0,0.00279996472344,5.74812039579e-05,1.19650133978e-06,0.267125300228,0.00356115740529,19.5662915522,0.0001
1111.0,0.00279997322968,6.73133762684e-05,-5.25674268372e-06,0.267692437259,0.00356595634102,19.5655676933,0.0001
1112.0,0.00279997230464,6.67103715275e-05,-4.82225383526e-06,0.268260493452,0.00357077747989,19.5648419777,0.0001
1113.0,0.00279998528783,6.28218070672e-05,-2.2208305804e-06,0.268828852707,0.00357562076599,19.5641246441,0.0001
1114.0,0.00279998956435,7.09626680758e-05,-7.54811081198e-06,0.269397918053,0.00358048613788,19.5633887658,0.0001
1115.0,0.00279997706065,6.18205592515e-05,-1.48587467598e-06,0.269967550802,0.00358537354919,19.5626675618,0.0001
1116.0,0.00279998358808,6.89270336289e-05,-6.14120329232e-06,0.27053749747,0.00359028292995,19.561934829,0.0001
1117.0,0.00279995366776,6.02069296666e-05,-3.3974462344e-07,0.271108398408,0.00359521423923,19.5612047189,0.0001
1118.0,0.00279997818881,6.53342939653e-05,-3.69672076358e-06,0.27167918328,0.00360016740576,19.5604782581,0.0001
1119.0,0.00279997766674,6.32642998627e-05,-2.29114691263e-06,0.272250820614,0.00360514238079,19.55974834,0.0001
1120.0,0.00279996290094,6.00922163322e-05,-1.62176857354e-07,0.272823009038,0.00361013910582,19.5590176163,0.0001
1121.0,0.00279997700842,6.81341585708e-05,-5.43623974414e-06,0.273395488347,0.00361515752995,19.5582815436,0.0001
1122.0,0.00279996929895,6.21206722984e-05,-1.42352139033e-06,0.273968781329,0.003620197593,19.5575501128,0.0001
1123.0,0.00279997552646,6.25081240271e-05,-1.64893264774e-06,0.274542241938,0.00362525923495,19.5568215238,0.0001
1124.0,0.00279996451892,6.07604987739e-05,-4.55995667946e-07,0.275116433198,0.0036303423972,19.5560879486,0.0001
1125.0,0.00279997427275,6.74570925142e-05,-4.8402652426e-06,0.275690777674,0.00363544702574,19.5553551836,0.0001
1126.0,0.002799965482,6.35603575175e-05,-2.22961336911e-06,0.276265858947,0.00364057306515,19.5546257259,0.0001
1127.0,0.00279997760021,6.3770817636e-05,-2.33304107271e-06,0.276841088226,0.00364572044884,19.5539013909,0.0001
1128.0,0.00279996953881,6.27591916487e-05,-1.62874426438e-06,0.277417005594,0.00365088911706,19.5531720628,0.0001
1129.0,0.00279998459717,7.14962536374e-05,-7.35835272645e-06,0.277993595658,0.00365607903026,19.5524272246,0.0001
1130.0,0.00279997826319,6.59420513079e-05,-3.65470258241e-06,0.278571088483,0.0036612901603,19.5516854374,0.0001
1131.0,0.00279998785645,6.94336955728e-05,-5.92873771432e-06,0.279148482098,0.00366652243852,19.5509519061,0.0001
1132.0,0.00279996885588,6.32451637614e-05,-1.7994269992e-06,0.279726751519,0.00367177579404,19.5502163122,0.0001
1133.0,0.00279995929244,6.18213603113e-05,-8.20392712363e-07,0.280305544496,0.00367705018706,19.5494750183,0.0001
1134.0,0.00279998574567,7.35797918314e-05,-8.54618446443e-06,0.280884428792,0.0036823455653,19.5487322178,0.0001
1135.0,0.00279997551093,6.76083936504e-05,-4.57071035922e-06,0.281464269064,0.0036876618832,19.5479938181,0.0001
1136.0,0.00279996340341,6.40537779547e-05,-2.18302346905e-06,0.282044850386,0.00369299909195,19.5472462258,0.0001
1137.0,0.00279998026328,6.80441080275e-05,-4.78277054725e-06,0.282625403685,0.00369835713708,19.5465063985,0.0001
1138.0,0.00279997554766,6.86372708491e-05,-5.13520420627e-06,0.283206869592,0.00370373596445,19.5457578288,0.0001
1139.0,0.00279997659639,6.88915902746e-05,-5.26604068386e-06,0.283788733424,0.00370913553683,19.5450130226,0.0001
1140.0,0.00279995327323,6.18298899136e-05,-5.56345082973e-07,0.284371533365,0.00371455579177,19.5442627861,0.0001
1141.0,0.00279997368068,6.7007896561e-05,-3.94307987543e-06,0.284954368293,0.00371999669127,19.5435141419,0.0001
1142.0,0.00279996426937,5.97010023318e-05,9.1834003018e-07,0.28553799041,0.00372545818712,19.5427701256,0.0001
1143.0,0.00279996582716,6.95748768577e-05,-5.55262800866e-06,0.2861219999,0.00373094021909,19.542012245,0.0001
1144.0,0.00279997752894,6.64688104397e-05,-3.47265992564e-06,0.286706547904,0.00373644274939,19.5412667191,0.0001
1145.0,0.00279997975325,6.50070068144e-05,-2.46822767674e-06,0.287291516159,0.00374196570989,19.5405216688,0.0001
1146.0,0.00279997459816,6.94312442755e-05,-5.34788321983e-06,0.28787692984,0.00374750904577,19.5397718311,0.0001
1147.0,0.00279997780159,7.01929626316e-05,-5.81912328232e-06,0.288462814938,0.00375307271563,19.5390264503,0.0001
1148.0,0.00279996617019,6.03679063853e-05,7.06283591173e-07,0.289049502389,0.00375865666531,19.5382827545,0.0001
1149.0,0.00279998026771,6.84185698966e-05,-4.57145825795e-06,0.289636311971,0.00376426084796,19.5375322616,0.0001
1150.0,0.00279995362056,6.23764486918e-05,-5.39758169949e-07,0.290224074267,0.00376988521297,19.5367820668,0.0001
1151.0,0.00279998085078,7.18952283225e-05,-6.79089098641e-06,0.290812116433,0.00377552972591,19.5360231161,0.0001
1152.0,0.00279998334716,7.09605324528e-05,-6.13562621777e-06,0.291400875098,0.00378119434259,19.5352686167,0.0001
1153.0,0.00279997501165,6.35608670291e-05,-1.21473374444e-06,0.29199021884,0.00378687900731,19.5345183609,0.0001
1154.0,0.00279998800076,7.20241726095e-05,-6.76432555609e-06,0.292579651708,0.00379258366461,19.5337641431,0.0001
1155.0,0.00279997697181,7.25451694558e-05,-7.06598565016e-06,0.293170064047,0.00379830828022,19.533004206,0.0001
1156.0,0.00279998225876,6.9091835211e-05,-4.7464862639e-06,0.293760968405,0.00380405280847,19.532248613,0.0001
1157.0,0.00279997508523,6.38605068087e-05,-1.25797876498e-06,0.294352559914,0.00380981721092,19.5314902095,0.0001
1158.0,0.00279997790787,6.8371251835e-05,-4.19625968308e-06,0.29494410311,0.00381560141351,19.5307375237,0.0001
1159.0,0.00279997597189,6.63272202552e-05,-2.80902659491e-06,0.295536393742,0.00382140538164,19.529984134,0.0001
1160.0,0.00279997536403,6.66527666698e-05,-2.98220807433e-06,0.296128706816,0.00382722903645,19.5292434943,0.0001
1161.0,0.00279997539383,6.66710554805e-05,-2.95874048229e-06,0.296721773464,0.00383307233552,19.5284962734,0.0001
1162.0,0.00279997543571,6.66866126007e-05,-2.93354260356e-06,0.297315312957,0.00383893523573,19.5277488119,0.0001
1163.0,0.00279997547725,6.67023981499e-05,-2.90855371035e-06,0.297909324307,0.00384481768762,19.5270011099,0.0001
1164.0,0.00279997551843,6.67184091857e-05,-2.88377140208e-06,0.298503806688,0.00385071964192,19.5262531661,0.0001
1165.0,0.00279997555928,6.67346427407e-05,-2.85919326693e-06,0.299098759279,0.00385664104948,19.5255049793,0.0001
1166.0,0.0027999755998,6.67510958978e-05,-2.83481693097e-06,0.299694181267,0.00386258186131,19.5247565484,0.0001
1167.0,0.00279997563998,6.67677657888e-05,-2.81064005743e-06,0.300290071844,0.00386854202858,19.5240078722,0.0001
1168.0,0.00279997567984,6.67846495934e-05,-2.78666034594e-06,0.300886430208,0.00387452150261,19.5232589496,0.0001
1169.0,0.00279997571937,6.68017445386e-05,-2.76287553186e-06,0.301483255561,0.00388052023486,19.5225097794,0.0001
1170.0,0.00279997575858,6.68190478973e-05,-2.73928338553e-06,0.302080547115,0.00388653817695,19.5217603607,0.0001
1171.0,0.00279997579747,6.68365569876e-05,-2.71588171161e-06,0.302678304084,0.00389257528064,19.5210106922,0.0001
1172.0,0.00279997583605,6.68542691719e-05,-2.69266834841e-06,0.30327652569,0.00389863149787,19.520260773,0.0001
1173.0,0.00279997587432,6.68721818558e-05,-2.66964116721e-06,0.303875211159,0.00390470678069,19.5195106019,0.0001
1174.0,0.00279997591228,6.68902924874e-05,-2.64679807166e-06,0.304474359723,0.00391080108132,19.518760178,0.0001
1175.0,0.00279997594995,6.69085985564e-05,-2.62413699716e-06,0.30507397062,0.00391691435214,19.5180095002,0.0001
1176.0,0.00279997598731,6.69270975931e-05,-2.60165591019e-06,0.305674043094,0.00392304654567,19.5172585675,0.0001
1177.0,0.00279997602438,6.6945787168e-05,-2.5793528078e-06,0.306274576393,0.00392919761457,19.516507379,0.0001
1178.0,0.00279997606115,6.69646648906e-05,-2.55722571696e-06,0.306875569772,0.00393536751166,19.5157559336,0.0001
1179.0,0.00279997609763,6.69837284088e-05,-2.53527269404e-06,0.307477022489,0.0039415561899,19.5150042304,0.0001
1180.0,0.00279997613383,6.70029754081e-05,-2.51349182423e-06,0.308078933809,0.00394776360242,19.5142522685,0.0001
1181.0,0.00279997616975,6.70224036109e-05,-2.49188122102e-06,0.308681303002,0.00395398970247,19.5135000468,0.0001
1182.0,0.00279997620538,6.70420107756e-05,-2.47043902562e-06,0.309284129343,0.00396023444347,19.5127475646,0.0001
1183.0,0.00279997624074,6.70617946964e-05,-2.44916340651e-06,0.309887412112,0.00396649777898,19.5119948208,0.0001
1184.0,0.00279997627583,6.70817532019e-05,-2.42805255892e-06,0.310491150594,0.0039727796627,19.5112418146,0.0001
